active_period,Operating_Airline,Operating_Airline_IATA_Code,Published_Airline,Published_Airline_IATA_Code,GEO_Summary,GEO_Region,Landing_Aircraft_Type,Aircraft_Body_Type,Aircraft_Manufacturer,Aircraft_Model,Aircraft_Version,Landing_Count,Total_Landed_Weight
201803,"United Airlines",UA,"United Airlines",UA,Domestic,US,Passenger,"Wide Body",Boeing,B764,-,1,350000
201803,"British Airways",BA,"British Airways",BA,International,Europe,Passenger,"Wide Body",Boeing,B744,-,34,21383043
201803,"Alaska Airlines",AS,"Alaska Airlines",AS,International,Mexico,Passenger,"Narrow Body",Boeing,B738,-,33,4752000
201803,"Korean Air Lines",KE,"Korean Air Lines",KE,International,Asia,Passenger,"Wide Body",Boeing,B773,-,55,30470000
201803,"Frontier Airlines",F9,"Frontier Airlines",F9,Domestic,US,Passenger,"Narrow Body",Airbus,A321,-,1,171520
201803,"Air Canada",AC,"Air Canada",AC,International,Canada,Passenger,"Wide Body",Boeing,B789,-,7,2975000
201803,"Frontier Airlines",F9,"Frontier Airlines",F9,Domestic,US,Passenger,"Narrow Body",Airbus,A319,-,69,9388389
201803,"Qantas Airways",QF,"Qantas Airways",QF,International,"Australia / Oceania",Passenger,"Wide Body",Boeing,B744,-,27,17129000
201803,"United Airlines",UA,"United Airlines",UA,International,Mexico,Passenger,"Narrow Body",Airbus,A319,-,3,413367
201803,"United Airlines",UA,"United Airlines",UA,International,Mexico,Passenger,"Narrow Body",Boeing,B738,-,67,9802100
201803,"United Airlines",UA,"United Airlines",UA,International,Europe,Passenger,"Wide Body",Boeing,B789,-,1,425000
201803,"Kalitta Air",K4,"Kalitta Air",K4,Domestic,US,Freighter,"Wide Body",Boeing,B744,-,3,1956000
201803,"Singapore Airlines",SQ,"Singapore Airlines",SQ,International,Asia,Passenger,"Wide Body",Boeing,B773,-,31,17174000
201803,"Air New Zealand",NZ,"Air New Zealand",NZ,International,"Australia / Oceania",Passenger,"Wide Body",Boeing,B773,-,28,15512000
201803,"Korean Air Lines",KE,"Korean Air Lines",KE,International,Asia,Freighter,"Wide Body",Boeing,B748,-,21,16023000
201803,"United Airlines",UA,"United Airlines",UA,International,"Australia / Oceania",Passenger,"Wide Body",Boeing,B788,-,1,380000
201803,"Air China",CA,"Air China",CA,International,Asia,Passenger,"Wide Body",Boeing,B748,-,31,21328000
201803,"Asiana Airlines",OZ,"Asiana Airlines",OZ,International,Asia,Passenger,"Wide Body",Airbus,A359,-,31,14010388
201803,"United Airlines",UA,"United Airlines",UA,International,Canada,Passenger,"Narrow Body",Airbus,A320,-,59,8389682
201803,"Nippon Cargo Airlines",KZ,"Nippon Cargo Airlines",KZ,International,Asia,Freighter,"Wide Body",Boeing,B744,-,5,3260000
201803,"JetBlue Airways",B6,"JetBlue Airways",B6,Domestic,US,Passenger,"Narrow Body",Airbus,A320,-,150,21379305
201803,"Air Canada",AC,"Air Canada",AC,International,Canada,Passenger,"Narrow Body",Airbus,A320,-,176,25033462
201803,"United Airlines",UA,"United Airlines",UA,International,Canada,Passenger,"Narrow Body",Boeing,B739,-,3,471900
201803,"United Airlines",UA,"United Airlines",UA,Domestic,US,Passenger,"Wide Body",Boeing,B788,-,4,1520000
201803,"Air Canada",AC,"Air Canada",AC,International,Canada,Passenger,"Wide Body",Boeing,B763,-,24,7677600
201803,"China Airlines",CI,"China Airlines",CI,International,Asia,Passenger,"Wide Body",Airbus,A359,-,10,4563570
201803,"Atlas Air, Inc",5Y,"Atlas Air, Inc",5Y,Domestic,US,Freighter,"Wide Body",Boeing,B762,-,22,5984000
201803,"Alaska Airlines",AS,"Alaska Airlines",AS,International,Mexico,Passenger,"Narrow Body",Boeing,B739,-,6,932800
201803,"British Airways",BA,"British Airways",BA,International,Europe,Passenger,"Wide Body",Airbus,A388,-,17,14654119
201803,"Compass Airlines",CP,"American Airlines",AA,Domestic,US,Passenger,"Regional Jet",Embraer,E170,-,323,24282494
201803,"China Airlines",CI,"China Airlines",CI,International,Asia,Freighter,"Wide Body",Boeing,B744,-,24,15984000
201803,"Frontier Airlines",F9,"Frontier Airlines",F9,Domestic,US,Passenger,"Narrow Body",Airbus,A320,-,26,3697148
201803,"Alaska Airlines",AS,"Alaska Airlines",AS,Domestic,US,Passenger,"Narrow Body",Airbus,A319,-,202,27833176
201803,"United Airlines",UA,"United Airlines",UA,International,Mexico,Passenger,"Narrow Body",Boeing,B738,-,27,3950100
201803,"United Airlines",UA,"United Airlines",UA,International,Asia,Passenger,"Wide Body",Boeing,B773,-,110,60940000
201803,"United Airlines",UA,"United Airlines",UA,Domestic,US,Passenger,"Narrow Body",Boeing,B738,-,213,31161900
201803,"United Airlines",UA,"United Airlines",UA,International,Mexico,Passenger,"Narrow Body",Airbus,A320,-,46,6541108
201803,"Hong Kong Airlines Limited",HX,"Hong Kong Airlines Limited",HX,International,Asia,Passenger,"Wide Body",Airbus,A359,-,4,1825428
201803,"China Airlines",CI,"China Airlines",CI,International,Asia,Passenger,"Wide Body",Boeing,B773,-,31,17174000
201803,"SkyWest Airlines",OO,"Alaska Airlines",AS,Domestic,US,Passenger,"Regional Jet",Embraer,E170,-,73,5471861
201803,"Delta Air Lines",DL,"Delta Air Lines",DL,Domestic,US,Passenger,"Narrow Body",Airbus,A319,-,28,3765496
201803,"United Airlines",UA,"United Airlines",UA,Domestic,US,Passenger,"Wide Body",Boeing,B772,-,2,940000
201803,"United Airlines",UA,"United Airlines",UA,Domestic,US,Passenger,"Wide Body",Boeing,B763,-,1,320000
201803,"Volaris Airlines",Y4,"Volaris Airlines",Y4,International,Mexico,Passenger,"Narrow Body",Airbus,A319,-,3,413367
201803,"Alaska Airlines",AS,"Alaska Airlines",AS,International,Mexico,Passenger,"Narrow Body",Airbus,A320,-,66,9414831
201803,"United Airlines",UA,"United Airlines",UA,International,Europe,Passenger,"Wide Body",Boeing,B788,-,26,9880000
201803,"Turkish Airlines",TK,"Turkish Airlines",TK,International,Europe,Passenger,"Wide Body",Boeing,B773,-,31,17174000
201803,"British Airways",BA,"British Airways",BA,International,Europe,Passenger,"Wide Body",Boeing,B772,-,10,4600000
201803,"EVA Airways",BR,"EVA Airways",BR,International,Asia,Passenger,"Wide Body",Boeing,B773,-,79,43766000
201803,"SkyWest Airlines",OO,"United Airlines",UA,Domestic,US,Passenger,"Regional Jet",Embraer,E170,-,1159,86875163
201803,"Asiana Airlines",OZ,"Asiana Airlines",OZ,International,Asia,Freighter,"Wide Body",Boeing,B744,-,26,16846000
201803,"Japan Airlines",JL,"Japan Airlines",JL,International,Asia,Passenger,"Wide Body",Boeing,B773,-,31,17174000
201803,"Alaska Airlines",AS,"Alaska Airlines",AS,International,US,Passenger,"Narrow Body",Airbus,A321,-,140,24444840
201803,"All Nippon Airways",NH,"All Nippon Airways",NH,International,Asia,Passenger,"Wide Body",Boeing,B773,-,31,17174000
201803,"Delta Air Lines",DL,"Delta Air Lines",DL,Domestic,US,Passenger,"Wide Body",Boeing,B764,-,48,16800000
201803,"United Airlines",UA,"United Airlines",UA,International,"Australia / Oceania",Passenger,"Wide Body",Boeing,B773,-,24,13296000
201803,"Korean Air Lines",KE,"Korean Air Lines",KE,International,Asia,Freighter,"Wide Body",Boeing,B744,-,8,5224000
201803,"United Airlines",UA,"United Airlines",UA,Domestic,US,Passenger,"Narrow Body",Airbus,A320,-,1401,196313867
201803,"Southwest Airlines",WN,"Southwest Airlines",WN,Domestic,US,Passenger,"Narrow Body",Boeing,B737,-,1192,152576000
201803,"SkyWest Airlines",OO,"Delta Air Lines",DL,Domestic,US,Passenger,"Regional Jet",Embraer,E170,-,341,25560337
201803,"United Airlines",UA,"United Airlines",UA,International,Canada,Passenger,"Narrow Body",Airbus,A319,-,25,3444725
201803,"United Airlines",UA,"United Airlines",UA,International,Europe,Passenger,"Wide Body",Boeing,B772,-,61,28060000
201803,"United Airlines",UA,"United Airlines",UA,Domestic,US,Passenger,"Narrow Body",Boeing,B752,-,559,110682000
201803,"Volaris Airlines",Y4,"Volaris Airlines",Y4,International,Mexico,Passenger,"Narrow Body",Airbus,A320,-,29,4219645
201803,"United Airlines",UA,"United Airlines",UA,International,Mexico,Passenger,"Narrow Body",Boeing,B739,-,79,12426700
201803,"American Airlines",AA,"American Airlines",AA,Domestic,US,Passenger,"Wide Body",Airbus,A332,-,28,11110400
201803,"United Airlines",UA,"United Airlines",UA,Domestic,US,Passenger,"Narrow Body",Boeing,B739,-,1091,171544300
201803,"Air India Limited",AI,"Air India Limited",AI,International,Asia,Passenger,"Wide Body",Boeing,B772,-,30,14760000
201803,"JetBlue Airways",B6,"JetBlue Airways",B6,Domestic,US,Passenger,"Narrow Body",Airbus,A321,-,365,62604070
201803,"Delta Air Lines",DL,"Delta Air Lines",DL,Domestic,US,Passenger,"Narrow Body",Airbus,A321,-,3,514557
201803,"SkyWest Airlines",OO,"Delta Air Lines",DL,Domestic,US,Passenger,"Regional Jet",Embraer,E175,-,2,149914
201803,"Air Canada",AC,"Air Canada",AC,International,Canada,Passenger,"Narrow Body",Airbus,A319,-,44,5970120
201803,"Sun Country Airlines",SY,"Sun Country Airlines",SY,Domestic,US,Passenger,"Narrow Body",Boeing,B738,-,20,2925400
201803,"United Airlines",UA,"United Airlines",UA,International,Asia,Passenger,"Wide Body",Boeing,B772,-,49,22540000
201803,"Atlas Air, Inc",5Y,"Atlas Air, Inc",5Y,Domestic,US,Freighter,"Wide Body",Boeing,B744,-,2,1304000
201803,"United Airlines",UA,"United Airlines",UA,International,Europe,Passenger,"Wide Body",Boeing,B773,-,31,17174000
201803,"KLM Royal Dutch Airlines",KL,"KLM Royal Dutch Airlines",KL,International,Europe,Passenger,"Wide Body",Boeing,B744,-,6,3780000
201803,"Singapore Airlines",SQ,"Singapore Airlines",SQ,International,Asia,Passenger,"Wide Body",Airbus,A359,-,31,14147067
201803,"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",CM,International,"Central America",Passenger,"Narrow Body",Boeing,B738,-,80,11704000
201803,"Total Airport Services",,"Total Airport Services",,Domestic,US,Freighter,"Wide Body",Boeing,B762,-,5,1415000
201803,"American Airlines",AA,"American Airlines",AA,Domestic,US,Passenger,"Narrow Body",Airbus,A321,-,798,136857000
201803,"Horizon Air",QX,"Alaska Airlines",AS,Domestic,US,Passenger,"Regional Jet",Embraer,E170,-,140,10500168
201803,"KLM Royal Dutch Airlines",KL,"KLM Royal Dutch Airlines",KL,International,Europe,Passenger,"Wide Body",Boeing,B789,-,25,10625000
201803,"KLM Royal Dutch Airlines",KL,"KLM Royal Dutch Airlines",KL,International,Europe,Passenger,"Wide Body",Boeing,B773,-,1,554000
201803,"Alaska Airlines",AS,"Alaska Airlines",AS,International,Mexico,Passenger,"Narrow Body",Airbus,A319,-,12,1653456
201803,"Air France",AF,"Air France",AF,International,Europe,Passenger,"Wide Body",Boeing,B773,-,32,17728000
201803,"United Airlines",UA,"United Airlines",UA,Domestic,US,Passenger,"Narrow Body",Boeing,B738,-,1026,150103800
201803,"British Airways",BA,"British Airways",BA,International,Europe,Passenger,"Wide Body",Boeing,B773,-,1,554000
201803,"Alaska Airlines",AS,"Alaska Airlines",AS,Domestic,US,Passenger,"Narrow Body",Boeing,B738,-,102,14688000
201803,"Delta Air Lines",DL,"Delta Air Lines",DL,Domestic,US,Passenger,"Narrow Body",Boeing,B752,-,258,51084000
201803,"Alaska Airlines",AS,"Alaska Airlines",AS,Domestic,US,Passenger,"Narrow Body",Boeing,B739,-,207,31923100
201803,"United Airlines",UA,"United Airlines",UA,International,Canada,Passenger,"Narrow Body",Boeing,B738,-,6,877800
201803,"United Airlines",UA,"United Airlines",UA,Domestic,US,Passenger,"Narrow Body",Boeing,B753,-,281,62944000
201803,"SAS Airlines",SK,"SAS Airlines",SK,International,Europe,Passenger,"Wide Body",Airbus,A343,-,30,12698611
201803,"Frontier Airlines",F9,"Frontier Airlines",F9,Domestic,US,Passenger,"Narrow Body",Airbus,A320,-,31,4590917
201803,"SkyWest Airlines",OO,"United Airlines",UA,International,Canada,Passenger,"Regional Jet",Bombardier,CRJ2,-,65,3055000
201803,"SkyWest Airlines",OO,"United Airlines",UA,Domestic,US,Passenger,"Regional Jet",Bombardier,CRJ7,-,240,16080000
201803,"Alaska Airlines",AS,"Alaska Airlines",AS,Domestic,US,Passenger,"Narrow Body",Airbus,A320,-,1714,244884822
201803,"United Airlines",UA,"United Airlines",UA,Domestic,US,Passenger,"Wide Body",Boeing,B772,-,223,99355000
201803,"SkyWest Airlines",OO,"United Airlines",UA,International,Canada,Passenger,"Regional Jet",Embraer,E170,-,50,3747850
201803,"Air Canada",AC,"Air Canada",AC,International,Canada,Passenger,"Narrow Body",Airbus,A321,-,39,6689280
201803,"SkyWest Airlines",OO,"United Airlines",UA,Domestic,US,Passenger,"Regional Jet",Embraer,E175,-,3,224871
201803,"Alaska Airlines",AS,"Alaska Airlines",AS,Domestic,US,Passenger,"Narrow Body",Boeing,B737,-,12,1550400
201803,"United Airlines",UA,"United Airlines",UA,International,Asia,Passenger,"Wide Body",Boeing,B789,-,131,55675000
201803,"Delta Air Lines",DL,"Delta Air Lines",DL,Domestic,US,Passenger,"Narrow Body",Boeing,B738,-,65,9509500
201803,"Korean Air Lines",KE,"Korean Air Lines",KE,International,Asia,Passenger,"Wide Body",Boeing,B789,-,7,2975000
201803,"Delta Air Lines",DL,"Delta Air Lines",DL,Domestic,US,Passenger,"Narrow Body",Airbus,A320,-,1,142198
201803,"United Airlines",UA,"United Airlines",UA,International,"Middle East",Passenger,"Wide Body",Boeing,B788,-,28,10640000
201803,"Compass Airlines",CP,"Delta Air Lines",DL,Domestic,US,Passenger,"Regional Jet",Embraer,E170,-,162,12178836
201803,"SkyWest Airlines",OO,"Delta Air Lines",DL,Domestic,US,Passenger,"Regional Jet",Bombardier,CRJ9,-,2,150200
201803,"United Airlines",UA,"United Airlines",UA,International,Asia,Passenger,"Wide Body",Boeing,B788,-,25,9500000
201803,"Air Pacific Limited dba Fiji Airways",FJ,"Air Pacific Limited dba Fiji Airways",FJ,International,"Australia / Oceania",Passenger,"Wide Body",Airbus,A332,-,5,1984160
201803,"United Airlines",UA,"United Airlines",UA,International,"Australia / Oceania",Passenger,"Wide Body",Boeing,B789,-,30,12750000
201803,"Frontier Airlines",F9,"Frontier Airlines",F9,Domestic,US,Passenger,"Narrow Body",Airbus,A319,-,1,134482
201803,"WOW Air",WW,"WOW Air",WW,International,Europe,Passenger,"Wide Body",Airbus,A333,-,13,5302115
201803,"United Airlines",UA,"United Airlines",UA,International,"Middle East",Passenger,"Wide Body",Boeing,B789,-,2,850000
201802,"Delta Air Lines",DL,"Delta Air Lines",DL,Domestic,US,Passenger,"Wide Body",Boeing,B764,-,49,17150000
201802,"Southwest Airlines",WN,"Southwest Airlines",WN,Domestic,US,Passenger,"Narrow Body",Boeing,B738,-,151,21893600
201802,"SkyWest Airlines",OO,"Delta Air Lines",DL,Domestic,US,Passenger,"Regional Jet",Embraer,E175,-,9,674613
201802,"WOW Air",WW,"WOW Air",WW,International,Canada,Passenger,"Narrow Body",Airbus,A321,-,1,174606
201802,"SAS Airlines",SK,"SAS Airlines",SK,International,Europe,Passenger,"Wide Body",Airbus,A343,-,28,11852037
201802,"WOW Air",WW,"WOW Air",WW,International,Europe,Passenger,"Wide Body",Airbus,A333,-,3,1223565
201802,"Alaska Airlines",AS,"Alaska Airlines",AS,Domestic,US,Passenger,"Narrow Body",Boeing,B738,-,137,19728000
201802,"Delta Air Lines",DL,"Delta Air Lines",DL,Domestic,US,Passenger,"Narrow Body",Boeing,B752,-,201,39798000
201802,"SkyWest Airlines",OO,"United Airlines",UA,Domestic,US,Passenger,"Regional Jet",Bombardier,CRJ7,-,206,13802000
201802,"British Airways",BA,"British Airways",BA,International,Europe,Passenger,"Wide Body",Boeing,B744,-,28,17640000
201802,"Alaska Airlines",AS,"Alaska Airlines",AS,International,Mexico,Passenger,"Narrow Body",Boeing,B738,-,26,3744000
201802,"Air New Zealand",NZ,"Air New Zealand",NZ,International,"Australia / Oceania",Passenger,"Wide Body",Boeing,B773,-,24,13296000
201802,"Air France",AF,"Air France",AF,International,Europe,Passenger,"Wide Body",Boeing,B773,-,24,13296000
201802,"British Airways",BA,"British Airways",BA,International,Europe,Passenger,"Wide Body",Boeing,B772,-,16,7360000
201802,"Frontier Airlines",F9,"Frontier Airlines",F9,Domestic,US,Passenger,"Narrow Body",Airbus,A320,-,23,3283782
201802,"Atlas Air, Inc",5Y,"Atlas Air, Inc",5Y,Domestic,US,Passenger,"Wide Body",Boeing,B763,-,1,326000
201802,"SkyWest Airlines",OO,"United Airlines",UA,Domestic,US,Passenger,"Regional Jet",Embraer,E170,-,1090,81703130
201802,"United Airlines",UA,"United Airlines",UA,International,Europe,Passenger,"Wide Body",Boeing,B772,-,55,25300000
201802,"KLM Royal Dutch Airlines",KL,"KLM Royal Dutch Airlines",KL,International,Europe,Passenger,"Wide Body",Boeing,B772,-,1,470000
201802,"EVA Airways",BR,"EVA Airways",BR,International,Asia,Passenger,"Wide Body",Boeing,B773,-,72,39888000
201802,"Horizon Air",QX,"Alaska Airlines",AS,Domestic,US,Passenger,"Regional Jet",Embraer,E170,-,119,8926513
201802,"Air Pacific Limited dba Fiji Airways",FJ,"Air Pacific Limited dba Fiji Airways",FJ,International,"Australia / Oceania",Passenger,"Wide Body",Airbus,A332,-,4,1587328
201802,"United Airlines",UA,"United Airlines",UA,Domestic,US,Passenger,"Wide Body",Boeing,B788,-,7,2660000
201802,"China Airlines",CI,"China Airlines",CI,International,Asia,Passenger,"Wide Body",Boeing,B773,-,28,15512000
201802,"United Airlines",UA,"United Airlines",UA,Domestic,US,Passenger,"Narrow Body",Airbus,A320,-,1147,160614430
201802,"Delta Air Lines",DL,"Delta Air Lines",DL,Domestic,US,Passenger,"Narrow Body","McDonnell Douglas",MD90,-,14,1988000
201802,"United Airlines",UA,"United Airlines",UA,International,"Australia / Oceania",Passenger,"Wide Body",Boeing,B773,-,28,15512000
201802,"Air Canada",AC,"Air Canada",AC,International,Canada,Passenger,"Narrow Body",Airbus,A320,-,127,18062453
201802,"Alaska Airlines",AS,"Alaska Airlines",AS,International,Mexico,Passenger,"Narrow Body",Boeing,B739,-,8,1225400
201802,"Air France",AF,"Air France",AF,International,Europe,Passenger,"Wide Body",Boeing,B772,-,2,920208
201802,"American Airlines",AA,"American Airlines",AA,Domestic,US,Passenger,"Wide Body",Airbus,A333,-,1,412260
201802,"Asiana Airlines",OZ,"Asiana Airlines",OZ,International,Asia,Passenger,"Wide Body",Airbus,A359,-,28,12654535
201802,"United Airlines",UA,"United Airlines",UA,International,Asia,Passenger,"Wide Body",Boeing,B772,-,57,26220000
201802,"Qantas Airways",QF,"Qantas Airways",QF,International,"Australia / Oceania",Passenger,"Wide Body",Boeing,B744,-,23,14588000
201802,"Turkish Airlines",TK,"Turkish Airlines",TK,International,Europe,Passenger,"Wide Body",Boeing,B773,-,28,15512000
201802,"SkyWest Airlines",OO,"United Airlines",UA,Domestic,US,Passenger,"Regional Jet",Embraer,E175,-,14,1049398
201802,"Nippon Cargo Airlines",KZ,"Nippon Cargo Airlines",KZ,International,Asia,Freighter,"Wide Body",Boeing,B748,-,16,12208000
201802,"SkyWest Airlines",OO,"Alaska Airlines",AS,Domestic,US,Passenger,"Regional Jet",Embraer,E170,-,70,5247432
201802,"Air Canada",AC,"Air Canada",AC,International,Canada,Passenger,"Wide Body",Boeing,B789,-,1,425000
201802,"JetBlue Airways",B6,"JetBlue Airways",B6,Domestic,US,Passenger,"Narrow Body",Airbus,A321,-,338,57973084
201802,"WOW Air",WW,"WOW Air",WW,International,Europe,Passenger,"Narrow Body",Airbus,A321,-,8,1396848
201802,"United Airlines",UA,"United Airlines",UA,International,Asia,Passenger,"Wide Body",Boeing,B788,-,25,9500000
201802,"United Airlines",UA,"United Airlines",UA,Domestic,US,Passenger,"Narrow Body",Boeing,B738,-,194,28382200
201802,"United Airlines",UA,"United Airlines",UA,International,Mexico,Passenger,"Narrow Body",Airbus,A320,-,21,2986158
201802,"Alaska Airlines",AS,"Alaska Airlines",AS,International,Mexico,Passenger,"Narrow Body",Airbus,A320,-,45,6422059
201802,"United Airlines",UA,"United Airlines",UA,International,Canada,Passenger,"Narrow Body",Airbus,A320,-,35,4976930
201802,"Korean Air Lines",KE,"Korean Air Lines",KE,International,Asia,Passenger,"Wide Body",Boeing,B773,-,55,30470000
201802,"SkyWest Airlines",OO,"Delta Air Lines",DL,Domestic,US,Passenger,"Regional Jet",Embraer,E170,-,441,33056037
201802,"SkyWest Airlines",OO,"United Airlines",UA,Domestic,US,Passenger,"Regional Jet",Bombardier,CRJ2,-,1149,54003000
201802,"United Airlines",UA,"United Airlines",UA,International,Europe,Passenger,"Wide Body",Boeing,B789,-,2,850000
201802,"Kalitta Air",K4,"Kalitta Air",K4,Domestic,US,Freighter,"Wide Body",Boeing,B744,-,2,1304000
201802,"United Airlines",UA,"United Airlines",UA,International,Canada,Passenger,"Narrow Body",Boeing,B738,-,24,3511200
201802,"SkyWest Airlines",OO,"Delta Air Lines",DL,Domestic,US,Passenger,"Regional Jet",Bombardier,CRJ7,-,12,804000
201802,"Alaska Airlines",AS,"Alaska Airlines",AS,International,US,Passenger,"Narrow Body",Airbus,A321,-,108,18857448
201802,"Alaska Airlines",AS,"Alaska Airlines",AS,International,Mexico,Passenger,"Narrow Body",Airbus,A319,-,27,3720276
201802,"United Airlines",UA,"United Airlines",UA,International,Asia,Passenger,"Wide Body",Boeing,B789,-,90,38250000
201802,"Asiana Airlines",OZ,"Asiana Airlines",OZ,International,Asia,Freighter,"Wide Body",Boeing,B744,-,20,13028000
201802,"Air China",CA,"Air China",CA,International,Asia,Passenger,"Wide Body",Boeing,B748,-,28,19264000
201802,"SkyWest Airlines",OO,"United Airlines",UA,International,Canada,Passenger,"Regional Jet",Bombardier,CRJ2,-,54,2538000
